"","x"
"1434",-0.007314738
"1435",-0.033248945
"1436",-0.007530156
"1437",-0.133218844
"1438",0.076398498
"1439",0.110584363
"1440",-0.127549067
"1441",-0.026511368
"1442",-0.086583056
"1443",-0.016160497
"1444",0.077614697
"1445",0.103709388
"1446",0.06638304
"1447",0.235054795
"1448",0.04474329
"1449",0.026962015
"1450",0.006254907
"1451",-0.263965546
"1452",0.004042896
"1453",0.065283459
"1454",-0.008931954
"1455",0.061258522
"1456",0.221307004
"1457",0.075789792
"1458",-0.036889429
"1459",-0.056053319
"1460",0.199396201
"1461",-0.006086381
"1462",-0.025379006
"1463",-0.002965601
"1464",0.242142481
"1465",0.046479115
"1466",0.003984386
"1467",-0.041121516
"1468",0.025580827
"1469",-0.27206206
"1470",-0.151499385
"1471",-0.012480661
"1472",-0.160425273
"1473",-0.030499167
"1474",-0.015097778
"1475",-0.124245734
"1476",-0.069511128
"1477",0.09406096
"1478",-0.018682365
"1479",-0.033853889
"1480",-0.127833372
"1481",0.143780307
"1482",0.020253857
"1483",-0.002200319
"1484",0.091572323
"1485",0.05397694
"1486",0.017019005
"1487",-0.002897153
"1488",-0.051546441
"1489",0.016456322
"1490",-0.036696022
"1491",-0.043112122
"1492",0.163505285
"1493",-0.087519378
"1494",0.134802555
"1495",0.09836495
"1496",-0.063232185
"1497",0.063287739
"1498",-0.014778594
"1499",0
"1500",0.034274343
"1501",-0.07661403
"1502",0.071929731
"1503",0.133122791
"1504",0.065484492
"1505",0.05383305
"1506",-0.083667691
"1507",0.142944429
"1508",0.026169718
"1509",-0.038631413
"1510",-0.049433822
"1511",-0.030138612
"1512",0.069145183
"1513",0.142676725
"1514",-0.026366876
"1515",0.335084311
"1516",0.115022427
"1517",-0.032662181
"1518",0.049727498
"1519",-0.061395596
"1520",0.026036015
"1521",0.08783733
"1522",-0.006886301
"1523",-0.095043549
"1524",-0.119594396
"1525",-0.09165759
"1526",0.262364264
"1527",0.056633342
"1528",-0.049448275
"1529",0.049038093
"1530",-0.016443623
"1531",0.141478832
"1532",0.109562203
"1533",0.061856223
"1534",0.008281621
"1535",-0.008104502
"1536",-0.033937509
"1537",-0.044427377
"1538",0.004089258
"1539",-0.200906795
"1540",0.201141616
"1541",0.151274513
"1542",0.06496216
"1543",0.017530155
"1544",-0.006719634
"1545",0.01347869
"1546",-0.385332529
"1547",0.002812941
"1548",0.005559208
"1549",0.049118517
"1550",-0.010773412
"1551",0.034979719
"1552",0.020690393
"1553",0.049664511
"1554",-0.009950331
"1555",-0.084972522
"1556",0.119296636
"1557",-0.114410351
"1558",0.006389798
"1559",0.010009735
"1560",0.022508989
"1561",-0.097699667
"1562",0.16673897
"1563",0.008864457
"1564",-0.039816464
"1565",0.297073888
"1566",0.039220713
"1567",-0.005105935
"1568",0.00082203
"1569",-0.025704616
"1570",-0.012550558
"1571",-0.1108827
"1572",0.023599147
"1573",-0.014507508
"1574",0.028820439
"1575",-0.005934042
"1576",0.026668247
"1577",-0.009838449
"1578",0.015749276
"1579",-0.001228825
"1580",0.06220307
"1581",0.113183241
"1582",0.151254645
"1583",0.035655822
"1584",0.01970045
"1585",-0.023622553
"1586",-0.01064469
"1587",0.009890345
"1588",0.007154721
"1589",0.018324535
"1590",0.013739176
"1591",0.05667012
"1592",0.064872435
"1593",0.055192659
"1594",-0.028812713
"1595",0.113795305
"1596",-0.018808097
"1597",-0.057232223
"1598",0.042180295
"1599",0.091579242
"1600",0.088383792
"1601",0.050238875
"1602",-0.012903405
"1603",-0.118699238
"1604",-0.265673243
"1605",-0.01148872
"1606",0.075603599
"1607",-0.032922291
"1608",-0.001368585
"1609",-0.01262643
"1610",0.03008434
"1611",0.173276859
"1612",0.01758114
"1613",0.026477751
"1614",0.046439923
"1615",-0.031252544
"1616",0.113072636
"1617",-0.112481499
"1618",-0.108327877
"1619",-0.025766321
"1620",0.007482049
"1621",-0.098817417
"1622",-0.031187376
"1623",0.045809536
"1624",-0.026689285
"1625",0.0163763
"1626",-0.01044326
"1627",-0.058979355
"1628",0.001823155
"1629",-0.051313008
"1630",-0.013817146
"1631",0.074647754
"1632",-0.068402727
"1633",-0.000841751
"1634",-0.001752081
"1635",-0.10826417
"1636",-0.023396578
"1637",-0.01544079
"1638",0.211220422
"1639",0.025281231
"1640",0.057037634
"1641",-0.038147004
"1642",0.027918357
"1643",0.006246767
"1644",0.119962955
"1645",-0.110673255
"1646",0.104740103
"1647",-0.022958189
"1648",-0.057515669
"1649",0.006869248
"1650",0.150053992
"1651",-0.015763982
"1652",0.199542155
"1653",-0.207106552
"1654",-0.024933704
"1655",-0.126872101
"1656",0.048967171
"1657",0.115906327
"1658",0.074589735
"1659",0.001485516
"1660",0.022338978
"1661",0.043605484
"1662",-0.045021074
"1663",0.064636544
"1664",-0.123613054
"1665",0.044663005
"1666",-0.048452383
"1667",-0.042484265
"1668",0.07337564
"1669",0.164232192
"1670",-0.018827909
"1671",0.053483552
"1672",-0.004398834
"1673",0.015260815
"1674",0.052865157
"1675",0.005960462
"1676",-0.101890816
"1677",0.03161758
"1678",0.045487052
"1679",-0.029714708
"1680",-0.162303482
"1681",-0.260366262
"1682",0.033056069
"1683",0.026109461
"1684",0.056340334
"1685",0.085338813
"1686",-0.049095427
"1687",0.048251597
"1688",-0.035985892
"1689",0.081668604
"1690",0.014317697
"1691",-0.046668743
"1692",-0.004403908
"1693",-0.070390052
"1694",-0.07406128
"1695",-0.021778945
"1696",0.01953364
"1697",-0.0498251
"1698",-0.779475264
"1699",0.051791509
"1700",0.029839007
"1701",-0.174353387
"1702",0.031368971
"1703",-0.009313572
"1704",-0.215519626
"1705",-0.127833372
"1706",0.042083583
"1707",0.162589548
"1708",0.010902591
"1709",0.336627871
"1710",0.02456771
"1711",-0.023044563
"1712",0.071550161
"1713",-0.247408173
"1714",0.066752661
"1715",0.015859363
"1716",-0.398390194
"1717",0.065597282
"1718",0.038688573
"1719",0.039298963
"1720",-0.521682652
"1721",-0.028526345
"1722",0.083261841
"1723",-0.029164566
"1724",0.034732521
"1725",-0.033892664
"1726",0.100059086
"1727",-0.000389029
"1728",-0.153799618
"1729",0.042160811
"1730",0.016383479
"1731",-0.120836473
"1732",0.01444158
"1733",-0.003127718
"1734",0.035348371
"1735",-0.000716589
"1736",-0.040884008
"1737",-0.067096681
"1738",-0.138535246
"1739",-0.009478744
"1740",0.077825051
"1741",0.009256029
"1742",0.040643044
"1743",-0.300104592
"1744",-0.116853157
"1745",0.060557648
"1746",-0.057440642
"1747",0.118092489
"1748",0.004040954
"1749",0.08896532
"1750",-0.022543786
"1751",0.020494494
"1752",-0.119572673
"1753",-0.050099922
"1754",-0.170784272
"1755",-0.01919675
"1756",0.064088172
"1757",0
"1758",-0.120144312
"1759",-0.15824077
"1760",-0.074153409
"1761",0.029784646
"1762",-0.058209386
"1763",-0.057443274
"1764",0.02449102
"1765",-0.038264464
"1766",0.022347299
"1767",0
"1768",-0.011808578
"1769",-0.076032901
"1770",-0.059937116
"1771",-0.066761914
"1772",-0.050552279
"1773",0.025582631
"1774",-0.000371402
"1775",-0.021731614
"1776",0.132797007
"1777",-0.007529447
"1778",0.004564037
"1779",0.095116635
"1780",0.021761264
"1781",0.034959865
"1782",-0.014167888
"1783",0.119251563
"1784",0.023509899
"1785",-0.042381144
"1786",0.102745158
"1787",0.004067325
"1788",-0.009049836
"1789",0.068329796
"1790",0.015130689
"1791",0.031404451
"1792",-0.034026046
"1793",-0.233758272
"1794",-0.074787858
"1795",0.019285907
"1796",0.11252852
"1797",-0.141377989
"1798",-0.142563065
"1799",0.062896177
"1800",0.065931015
"1801",-0.036694287
"1802",0.008439224
"1803",0.032789823
"1804",0.100491539
"1805",-0.047252885
"1806",0
"1807",0.025272103
"1808",0.142442191
"1809",0.004811006
"1810",0.035351537
"1811",-0.066155739
"1812",-0.009302393
"1813",-0.033318504
"1814",-0.014872435
"1815",-0.099226634
"1816",-0.067233749
"1817",-0.047328389
"1818",-0.012180419
"1819",-0.010991537
"1820",0.06837374
"1821",0.050358792
"1822",0.088335965
"1823",0.068570341
"1824",-0.032011269
"1825",0.014446702
"1826",0.047422679
"1827",0.093714638
"1828",-0.026240829
"1829",-0.212780764
"1830",0.056141963
"1831",-0.01893326
"1832",0.038941032
"1833",0.429181635
"1834",-0.003755481
"1835",0.019146236
"1836",-0.03597733
"1837",0.00911536
"1838",-0.035072841
"1839",0.004819286
"1840",-0.054225262
"1841",-0.042111485
"1842",0.100722008
"1843",0.190261155
"1844",-0.065855938
"1845",-0.114143547
"1846",0.026387418
"1847",-0.103552524
"1848",-0.005523786
"1849",-0.018269321
"1850",-0.031498667
"1851",0.009760045
"1852",0.021517492
"1853",0.004163781
"1854",0.028145091
"1855",0.016924828
"1856",0.100165211
"1857",-0.032743805
"1858",-0.097134232
"1859",-0.142965172
"1860",0.028353209
"1861",-0.015309578
"1862",-0.001289491
"1863",-0.048527041
"1864",0.007565559
"1865",0.044492266
"1866",0.090831967
"1867",0.045750676
"1868",-0.157185584
"1869",-0.037852172
"1870",-0.041265355
"1871",-0.316079373
"1872",0.031816875
"1873",-0.012578782
"1874",0.000983768
"1875",-0.037091534
"1876",0.022690986
"1877",0.031064304
"1878",-0.044824621
"1879",0.040746605
"1880",-0.022866746
"1881",-0.109422858
"1882",0.037218843
"1883",-0.017935475
"1884",0.028987537
"1885",-0.049483099
"1886",0.001693481
"1887",0.107552745
"1888",0.068992871
"1889",0.064884311
"1890",-0.014162035
"1891",0.014783229
"1892",0.100856004
"1893",-0.022183164
"1894",-0.069123224
"1895",0.119675929
"1896",-0.018528579
"1897",0.079146363
"1898",-0.091299862
"1899",-0.231801614
"1900",0.081649472
"1901",-0.22621575
"1902",-0.011363759
"1903",0.030264022
"1904",-0.019498677
"1905",0.107555906
"1906",-0.188639344
"1907",-0.108145547
"1908",0.036287654
"1909",-0.055429805
"1910",0.038336909
"1911",0.038597299
"1912",-0.033706438
"1913",0.002430979
"1914",0.054984073
"1915",-0.063415401
"1916",0.003476869
"1917",-0.140499993
"1918",0.15415068
"1919",0.104503784
"1920",0.057010255
"1921",0.00191482
"1922",-0.025171299
"1923",-0.474893615
"1924",-0.09923748
"1925",-0.115140545
"1926",0.002262408
"1927",0.049023564
"1928",-0.082571154
"1929",0.011535858
"1930",-0.090328485
"1931",-0.045073675
"1932",-0.010293747
"1933",0.068173009
"1934",-0.064873586
"1935",0.001521283
"1936",-0.088542392
"1937",-0.002797987
"1938",-0.01393612
"1939",0.112102444
"1940",0.093503903
"1941",0.088628912
"1942",-0.021730538
"1943",0.055304022
"1944",-0.075652889
"1945",-0.013677449
"1946",0.039917566
"1947",-0.0108824
"1948",-0.015037877
"1949",0.048675228
"1950",-0.052669497
"1951",0.048396541
"1952",-0.209973088
"1953",0.045059114
"1954",0.011932221
"1955",-0.20420196
"1956",0.053317531
"1957",0.088732355
"1958",0.169845437
"1959",-0.125069842
"1960",0.048243865
"1961",-0.057537993
"1962",0.047415995
"1963",0.099829232
"1964",-0.026094408
"1965",-0.001776806
"1966",-0.134114124
"1967",-0.122644851
"1968",-0.088065899
"1969",0.019252827
"1970",-0.102415005
"1971",-0.050396268
"1972",0.072625276
"1973",-0.042940407
"1974",1.79e-05
"1975",0.011993497
"1976",-0.020694591
"1977",0.066691374
"1978",0.090703056
"1979",-0.119479993
"1980",0.038294588
"1981",0.034715292
"1982",-0.265266294
"1983",0.125631238
"1984",-0.009265213
"1985",0.363028654
"1986",-0.061114115
"1987",-0.017586226
"1988",0.028491956
"1989",0.013641571
"1990",0.02500776
"1991",0.013308506
"1992",-0.018692133
"1993",0.041041486
"1994",-0.043329091
"1995",0.009078834
"1996",0.016760169
"1997",0.034748113
"1998",-0.019313905
"1999",0.068230396
"2000",0.042802539
"2001",0.245122458
"2002",-0.052566309
"2003",-0.076475098
"2004",-0.152351247
"2005",0.090839536
"2006",0.005506892
"2007",0.003394436
"2008",0.025792755
"2009",0.018466091
"2010",-0.04430217
"2011",0.018162411
"2012",-0.152949478
"2013",0.005686488
"2014",-0.191788279
"2015",0.02823206
"2016",-0.090376136
"2017",0.032054026
"2018",0.105056287
"2019",-0.008583744
"2020",0.017122216
"2021",-0.019499806
"2022",0.161566572
"2023",0.01268804
"2024",0.023900079
"2025",-0.05901442
"2026",-0.130782772
"2027",0.06049995
"2028",0.00644011
"2029",-0.151478413
"2030",-0.003116886
"2031",-0.064515884
"2032",0.016347356
"2033",0.028714503
"2034",-0.060918486
"2035",0.060192868
"2036",0.000321845
"2037",0.032517426
"2038",0.026487117
"2039",-0.172424255
"2040",-0.014093763
"2041",0.238987656
"2042",0.000655093
"2043",-0.008696183
"2044",-0.844831768
"2045",-0.124187108
"2046",0.003829653
"2047",0.025694449
"2048",0.007926065
"2049",-0.099722643
"2050",0.014903406
"2051",-0.029083386
"2052",-0.111566897
"2053",-0.074492769
"2054",0.032510603
"2055",0.034486176
"2056",0.044351379
"2057",0.002733072
"2058",0.606629753
"2059",-0.038756196
"2060",0.049226941
"2061",0.044422656
"2062",-0.156675934
"2063",-0.037825747
"2064",-0.035040129
"2065",-0.058862708
"2066",0.018481798
"2067",0.081036656
"2068",-0.073155907
"2069",0.012980065
"2070",-0.628608659
"2071",-0.074340045
"2072",0.042334364
"2073",-0.030920338
"2074",-0.129211731
"2075",-0.086141474
"2076",0.083927095
"2077",0.019656653
"2078",-0.076473593
"2079",-0.021978907
"2080",-0.066567148
"2081",0.158462675
"2082",0.002164804
"2083",-0.039087389
"2084",0.003490405
"2085",0.018564899
"2086",0.018018506
"2087",0.105526615
"2088",0.184557557
"2089",0.00523219
"2090",-0.10111937
"2091",-0.052821397
"2092",0.078447927
"2093",0.234516042
"2094",-0.058231172
"2095",-0.002510657
"2096",0.136127828
"2097",0.002957957
"2098",0
"2099",0.001964425
"2100",-0.031635835
"2101",0.09393182
"2102",-0.005615125
"2103",0.011548934
"2104",0.014706147
"2105",-0.053860802
"2106",-0.076046843
"2107",0.109814866
"2108",0.009715485
"2109",0.048152479
"2110",0.149641089
"2111",0.006960585
"2112",0.007198591
"2113",-0.154771605
"2114",-0.016576956
"2115",-0.04058968
"2116",-0.007705817
"2117",0.028193723
"2118",-0.164160773
"2119",0.094350974
"2120",-0.247020733
"2121",0.055354803
"2122",-0.088357318
"2123",0.123481057
"2124",-0.023530497
"2125",0.01342302
"2126",-0.18108229
"2127",0.160202858
"2128",0.102557777
"2129",-0.01055215
"2130",-0.018309612
"2131",-0.13114
"2132",-0.021198723
"2133",-0.060924185
"2134",0.101374785
"2135",-0.125046191
"2136",0.037199097
"2137",-0.028074208
"2138",-0.119959315
"2139",0.038194176
"2140",0.116316209
"2141",-0.106609735
"2142",-0.114920165
"2143",-0.0110641
"2144",-0.089188203
"2145",0.086107218
"2146",-0.022995083
"2147",0.065625865
"2148",0.082259595
"2149",0.307048431
"2150",0.13335306
"2151",0.041784361
"2152",-0.013442262
"2153",0.001425517
"2154",0.248292806
"2155",0.031523493
"2156",0.05409244
"2157",0.002717976
"2158",-0.04490891
"2159",0.067904869
"2160",0.007072165
"2161",0.092964413
"2162",0.666478933
"2163",0.05107493
"2164",-0.032718295
"2165",-0.514209722
"2166",-0.117533317
"2167",-0.143967292
"2168",-0.027150989
"2169",0.000333278
"2170",-0.060624622
"2171",-0.362842205
"2172",0.106023803
"2173",0.110975948
"2174",0.046280753
"2175",-0.015407917
"2176",0.328078444
"2177",-0.002137013
"2178",0.0166324
"2179",0.038226017
"2180",-0.140840956
"2181",0.020680205
"2182",0.042863704
"2183",0.019884097
"2184",0.017791
"2185",0.024399766
"2186",0
"2187",0.063933144
"2188",-0.090572816
"2189",-0.002002003
"2190",-0.096014653
"2191",0.175632569
"2192",-0.01695217
"2193",0.010519474
"2194",-0.047287057
"2195",-0.012147021
"2196",-0.015096971
"2197",0.00071048
"2198",0.315591694
"2199",-0.055126277
"2200",0.025642431
"2201",0.008975988
"2202",0.091001155
"2203",-0.022705212
"2204",-0.075818837
"2205",0.022756442
"2206",0.042855199
"2207",-0.009472093
"2208",-0.004665638
"2209",-0.021319309
"2210",0.026779262
"2211",-0.158573208
"2212",0.119611428
"2213",-0.008561696
"2214",0.005630293
"2215",-0.004424341
"2216",0.019504096
"2217",0.0046159
"2218",0.084548717
"2219",-0.07729825
"2220",0.106942036
"2221",0.007045827
"2222",0.006453023
"2223",0.042129409
"2224",0.038486664
"2225",0.019160498
"2226",0.019744127
"2227",-0.014309545
"2228",-0.027603394
"2229",-0.003649435
"2230",-0.061085847
"2231",-0.028497971
"2232",0.131336002
"2233",-0.255980571
"2234",-0.01242252
"2235",-0.042719634
"2236",0.080042708
"2237",0.089178225
"2238",0.044653654
"2239",-0.025996508
"2240",-0.009661911
"2241",-0.012202037
"2242",0.02899121
"2243",0.070648094
"2244",0.003791695
"2245",-0.004221197
"2246",0.006458792
"2247",0.09581031
"2248",0.02982967
"2249",0.161592575
"2250",-0.039441732
"2251",-0.027830727
"2252",-0.012856008
"2253",-0.018820059
"2254",-0.083999974
"2255",0.07085382
"2256",-0.184816879
"2257",0.117109408
"2258",0.019176184
"2259",-0.044110698
"2260",0.013601715
"2261",0.010975033
"2262",-0.446583355
"2263",-0.11859611
"2264",0.079281538
"2265",0.011038901
"2266",-0.434452645
"2267",0.08098418
"2268",0.044543873
"2269",0.024424552
"2270",-0.028465471
"2271",-0.018034754
"2272",-0.038192228
"2273",0.094615976
"2274",-0.054633862
"2275",-0.084918888
"2276",0.020427823
"2277",0.09423693
"2278",-0.032387806
"2279",-0.004540771
"2280",-0.147649079
"2281",-0.010940628
"2282",-0.021000772
"2283",-0.057535339
"2284",-0.016982773
"2285",-0.083123603
"2286",0.024785752
"2287",-0.030213779
"2288",0.147733546
"2289",-0.042726394
"2290",0.066445099
"2291",0.121730645
"2292",-0.002305742
"2293",-0.050944415
"2294",0.084419368
"2295",-0.092077316
"2296",0.022606555
"2297",-0.024003747
"2298",0.025741627
"2299",0.118971621
"2300",-0.003171162
"2301",0.023205473
"2302",-0.082334457
"2303",0.12903026
"2304",0.048563561
"2305",-0.173271721
"2306",0.044216491
"2307",0.012836513
"2308",-0.083664343
"2309",0.033901552
"2310",0.12009148
"2311",0.010909199
"2312",-0.268849124
"2313",0.013823114
"2314",0.05692029
"2315",0.337969616
"2316",0.022511773
"2317",-0.019469317
"2318",-0.055363549
"2319",-0.008929047
"2320",-0.095140242
"2321",-0.005163119
"2322",0.049795167
"2323",-0.059478851
"2324",0.011756183
"2325",0.009658851
"2326",0.002124912
"2327",-0.054831009
"2328",-0.107219252
"2329",-0.052003488
"2330",0.000888757
"2331",0.025650452
"2332",-0.194129974
"2333",-0.042703703
"2334",-0.043485112
"2335",-0.001303978
"2336",-0.017840462
"2337",-0.238674493
"2338",0.026934591
"2339",0.081071096
"2340",-0.088858953
"2341",0.161083117
"2342",0.039936291
"2343",0.069273361
"2344",-0.006237408
"2345",-0.220154012
"2346",-0.035511257
"2347",-0.181123775
"2348",0.005155859
"2349",-0.015310761
"2350",0.24831429
"2351",0.009760143
"2352",0.040848053
"2353",-0.05927661
"2354",0.143912109
"2355",0.198388241
"2356",0.361104547
"2357",0.073116335
"2358",-0.24772376
"2359",-0.00670144
"2360",0.06791669
"2361",-0.011291981
"2362",0.128632627
"2363",0.067413915
"2364",0.043172172
"2365",-0.082238098
"2366",0.001782759
"2367",-0.007331204
"2368",0.042788031
"2369",-0.158905177
"2370",0.010404253
"2371",-0.005277057
"2372",-0.003156236
"2373",0.079021987
"2374",0.087535349
"2375",0.000281571
"2376",0.012867011
"2377",0.066526928
"2378",-0.008724536
"2379",-0.052026663
"2380",0.06982287
"2381",-0.050496164
"2382",0.100887317
"2383",-0.000485241
"2384",0.030165228
"2385",0.04447449
"2386",0.055186416
"2387",-0.038938443
"2388",0.020946138
"2389",0.049383372
"2390",-0.029768321
"2391",0.009728755
"2392",-0.120207731
"2393",0.00796817
"2394",-0.072994783
"2395",-0.018576386
"2396",0.034104412
"2397",0.06498012
"2398",-0.006147753
"2399",0.010416761
"2400",-0.113461939
"2401",-0.011580511
"2402",0.009529932
"2403",0.085234528
"2404",-0.083451465
"2405",0.004144753
"2406",-0.034829391
"2407",-0.11797898
"2408",0.069709461
"2409",-0.018402456
"2410",0.027835805
"2411",0.041333258
"2412",-0.101291334
"2413",0
"2414",0.002894358
"2415",0.082979113
"2416",0.068643862
"2417",0.107020267
"2418",-0.199026719
"2419",0.035569395
"2420",0.06014082
"2421",-0.041964199
"2422",-0.014174914
"2423",-0.012493064
"2424",0.034580334
"2425",0.118192956
"2426",0.033079091
"2427",0.087051649
"2428",0.111447217
"2429",0.062878071
"2430",-0.017660503
"2431",0.027150989
"2432",-0.632034332
"2433",-0.048009219
"2434",0.199161587
"2435",0.11212566
"2436",-0.275511537
"2437",-0.011562078
"2438",-0.026099987
"2439",-0.055804841
"2440",0.042526956
"2441",-0.034426808
"2442",-0.07116872
"2443",0.166245931
"2444",-0.129694894
"2445",-0.08917354
"2446",-0.042612295
"2447",0.019753729
"2448",-0.411274407
"2449",0.11856467
"2450",-0.023515127
"2451",0.09159432
"2452",-0.02236118
"2453",0.105564785
"2454",-0.003835096
"2455",-0.0948763
"2456",0.177292208
"2457",-0.111139702
"2458",-0.003016417
"2459",-0.04020601
"2460",0.116577199
"2461",-0.011368728
"2462",-0.019302752
"2463",0.079804232
"2464",-0.158056935
"2465",-0.018293193
"2466",-0.055350095
"2467",0.062883717
"2468",0.046804066
"2469",-0.088977946
"2470",0.109113564
"2471",0.117783036
"2472",0.088926209
"2473",-0.100732825
"2474",-0.028297708
"2475",-0.024754343
"2476",0.05946561
"2477",-0.0549271
"2478",0.112768209
"2479",0.048984807
"2480",0.165579376
"2481",-0.009011776
"2482",-0.264765226
"2483",0.100743433
"2484",0.209872968
"2485",0.026093302
"2486",-0.002025317
"2487",-0.075637414
"2488",-0.004458764
"2489",-0.05197029
"2490",-0.069691114
"2491",-0.013117206
"2492",0.050112899
"2493",0.00627289
"2494",0.041420833
"2495",-0.015705073
"2496",0.076076524
"2497",-0.001917849
"2498",-0.075298212
"2499",-0.302680723
"2500",-0.088947486
"2501",-0.090609997
"2502",-0.112323513
"2503",-0.074107972
"2504",-0.201482055
"2505",0.010421706
"2506",0.525964685
"2507",-0.049533935
"2508",-0.020619287
"2509",0.03982543
"2510",0.009049836
"2511",0.255873077
"2512",-0.074476093
"2513",0
"2514",-0.017872125
"2515",0.152811543
"2516",-0.032439262
"2517",-0.215282057
"2518",0.046594774
"2519",-0.077117303
"2520",0.114457901
"2521",0.131028262
"2522",-0.067476761
"2523",0.021142437
"2524",0.007921271
"2525",-0.038308681
"2526",-0.062833075
"2527",-0.021348562
"2528",-0.010067199
"2529",0.0327343
"2530",-0.000747664
"2531",0.028806705
"2532",0.0635744
"2533",0.078780878
"2534",0.017304796
"2535",-0.04960006
"2536",-0.005414478
"2537",-0.062962771
"2538",0.07089945
"2539",0.077942602
"2540",0.134395913
"2541",0.025041815
"2542",0.079836458
"2543",-0.000696864
"2544",0.012913005
"2545",0.026714967
"2546",0.055395092
"2547",-0.020017632
"2548",-0.02484152
"2549",0.100919434
"2550",0.010139504
"2551",0.03680576
"2552",0.051098579
"2553",0.014020051
"2554",0.139028577
"2555",-0.000559012
"2556",0.011635555
"2557",-0.349557476
"2558",-0.007588323
"2559",0.011683617
"2560",0.111529567
"2561",0.07123335
"2562",-0.001558847
"2563",0.182049855
"2564",-0.125628194
"2565",-0.176279242
"2566",0.019737483
"2567",0.018979079
"2568",0.038965969
"2569",0.03973805
"2570",-0.031092592
"2571",0.024103084
"2572",0.096837848
"2573",0.055015755
"2574",0.070598675
"2575",0.097526657
"2576",-0.029489438
"2577",-0.024584206
"2578",-0.007630659
"2579",0.017734812
"2580",0.033643622
"2581",0.026103125
"2582",-0.059427671
"2583",-0.043871555
"2584",0.109926461
"2585",0.15585668
"2586",0.043275983
"2587",0.108008333
"2588",-0.048824519
"2589",0.033229209
"2590",-0.025140989
"2591",0.076813178
"2592",0.093090423
"2593",-0.07018264
"2594",-0.254916127
"2595",-0.227783931
"2596",-0.072639184
"2597",-0.027983172
"2598",-0.143191666
"2599",-0.006514681
"2600",0.068740748
"2601",0.095793622
"2602",0.123974362
"2603",0.123407799
"2604",0.039999964
"2605",-0.088354561
"2606",-0.543197509
"2607",-0.008482255
"2608",-0.002457435
"2609",0.017493157
"2610",0.043126193
"2611",0.048904902
"2612",0.032625227
"2613",0.146470757
"2614",0.064699177
"2615",0.085766822
"2616",-0.027398974
"2617",-0.018158735
"2618",0.033130981
"2619",0.066620146
"2620",-0.033712502
"2621",0.003288907
"2622",-0.072674214
"2623",0.053850925
"2624",-0.019581045
"2625",0.002020303
"2626",0.002563851
"2627",-0.008591938
"2628",0.098213649
"2629",0.021353124
"2630",0.015276319
"2631",-0.02026736
"2632",-0.035203635
"2633",0.026027495
"2634",0.063094775
"2635",-0.003702728
"2636",-0.190518324
"2637",0.145526557
"2638",0.025023917
"2639",-3.7e-05
"2640",-0.114427154
"2641",0.044851702
"2642",0.008077972
"2643",0.057543239
"2644",-0.151916042
"2645",-0.082277603
"2646",-0.01342302
"2647",-0.029536414
"2648",-0.001155323
"2649",0.103475688
"2650",0.019221094
"2651",0.06534917
"2652",0.069805916
"2653",-0.099745425
"2654",0.071008871
"2655",-0.053114855
"2656",-0.187598614
"2657",-0.079336742
"2658",-0.00194112
"2659",0.098580829
"2660",0.004218144
"2661",0.0130295
"2662",-0.033532619
"2663",0.168265931
"2664",0.013402749
"2665",-0.029691205
"2666",-0.015840265
"2667",-0.002835094
"2668",-0.772408638
"2669",0.057504494
"2670",-0.034191365
"2671",0.065355181
"2672",0.060753896
"2673",-0.026451186
"2674",-0.044975928
"2675",-0.09538627
"2676",-0.026864203
"2677",-0.323481977
"2678",0.055763575
"2679",-0.127495477
"2680",0.001581028
"2681",-0.021822171
"2682",-0.001788909
"2683",0.027710684
"2684",0.334369186
"2685",-0.026017728
"2686",0.059177193
"2687",-0.091807549
"2688",-0.023565155
"2689",0.177560087
"2690",0.026668247
"2691",0.082130827
"2692",-0.042213552
"2693",0.054742423
"2694",0.000281262
"2695",0.040005335
"2696",0.039656612
"2697",0.079114722
"2698",0.013925235
"2699",-0.182321557
"2700",-0.022768059
"2701",0.065571046
"2702",-0.045629696
"2703",-0.009253205
"2704",0.012654672
"2705",0.035548445
"2706",0.07960802
"2707",-0.304636586
"2708",0.067684827
"2709",-0.35319668
"2710",0.026347271
"2711",-0.095920122
"2712",0.20969709
"2713",0.19418722
"2714",0.159064695
"2715",0.066757401
"2716",0.079818417
"2717",0.019848826
"2718",0.001763358
"2719",0.031401248
"2720",0.076951199
"2721",-0.093526058
"2722",0.02923114
"2723",0.002192716
"2724",-0.014986522
"2725",-0.083946421
"2726",0.061875404
"2727",-0.022853925
"2728",0.105253725
"2729",-0.055569851
"2730",-0.048559776
"2731",0.182589091
"2732",0.017860744
"2733",-0.130742448
"2734",0.493281314
"2735",-0.14403937
"2736",-0.02135666
"2737",0.008364604
"2738",0.083968243
"2739",0.03459325
"2740",-0.110157542
"2741",-0.008381856
"2742",-0.16101867
"2743",0.012904522
"2744",-0.007380107
"2745",-0.004469064
"2746",0.003365521
"2747",-0.016091705
"2748",0.296265816
"2749",0.09531018
"2750",0.065990954
"2751",0.163075455
"2752",0.010515344
"2753",-0.115372151
"2754",-0.083289368
"2755",-0.06094803
"2756",-0.025528654
"2757",0.11343043
"2758",-0.015063767
"2759",-0.078349564
"2760",0.015767458
"2761",-0.196864287
"2762",-0.176905318
"2763",0.110931561
"2764",0.124716796
"2765",-0.067346621
"2766",0.079595169
"2767",0.042963966
"2768",-0.051375663
"2769",-0.023019178
"2770",0.066552621
"2771",-0.074016256
"2772",0.301754992
