"","x"
"1376",-0.002781643
"1377",-0.062995852
"1378",-0.22054277
"1379",-0.107335018
"1380",0.321293353
"1381",-0.052574525
"1382",0.025173736
"1383",0.046648637
"1384",-0.031581572
"1385",0.171477669
"1386",0.066773999
"1387",0.016667052
"1388",-0.506817602
"1389",0.057286858
"1390",-0.126874984
"1391",0.005548964
"1392",-0.02096715
"1393",0.078593695
"1394",-0.07018976
"1395",0.037260367
"1396",-0.045539201
"1397",0.019723902
"1398",0.068381837
"1399",0.014776453
"1400",-0.103444806
"1401",0.082881461
"1402",-0.049325067
"1403",0.014948846
"1404",-0.233511455
"1405",0.041615293
"1406",-0.10678684
"1407",0.209333784
"1408",-0.05662458
"1409",0.025607538
"1410",0.012903405
"1411",-0.02878146
"1412",0.02003798
"1413",-0.044511731
"1414",0.100777164
"1415",-0.014166507
"1416",0.045637549
"1417",-0.003075055
"1418",0.026382404
"1419",0.181546062
"1420",0.014994925
"1421",-0.003656311
"1422",-0.026626475
"1423",-0.028044243
"1424",0.011968647
"1425",0.08571778
"1426",-0.120983173
"1427",0.044171218
"1428",-0.056844809
"1429",0.060643776
"1430",0.037539063
"1431",-0.027116901
"1432",-0.029388459
"1433",0.081291127
